number,userid,vehicleid,stationid,reservationno,logtime,longitude,latitude,speed,heading,charge,fuel,hdop,km,stationid2,station_dt,gpsenginelockstate,gpsdoorlockstate,doorlockstate,enginestate,frontdoorstate,reardoorstate
713,2241,77,7,6609,01-01-18 17:12,100.6028447,14.0646112,0,270,12.54,79.78,1,3803.282264,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
714,2241,77,7,6609,01-01-18 17:15,100.6028452,14.06461175,0,270,12.54,79.78,0.9,3803.282342,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
715,2241,77,7,6609,01-01-18 17:18,100.6028432,14.06461095,0,270,12.54,79.78,1.1,3803.282577,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
716,2241,77,7,6609,01-01-18 17:21,100.60282,14.0645951,0,270,12.54,79.78,0.9,3803.285632,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
717,2241,77,7,6609,01-01-18 17:24,100.6028242,14.06459337,0,270,12.54,79.78,0.9,3803.286123,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
718,2241,77,7,6609,01-01-18 17:28,100.6028385,14.0645453,0,0,12.47,79.78,1,3803.291685,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
719,2241,77,7,6609,01-01-18 17:40,100.6028385,14.0645453,0,0,12.43,79.78,0,3803.291685,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
720,2241,77,7,6609,01-01-18 17:40,100.6028479,14.06469788,0,0,12.47,79.78,1.1,3803.308682,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
721,2241,77,7,6609,01-01-18 17:52,100.6028479,14.06469788,0,0,12.43,79.78,0,3803.308682,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
722,2241,77,7,6609,01-01-18 17:52,100.602698,14.06440683,0,0,12.5,79.78,1.2,3803.344859,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
723,2241,77,7,6609,01-01-18 18:04,100.602698,14.06440683,0,0,12.5,79.78,0,3803.344859,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
724,2241,77,7,6609,01-01-18 18:05,100.6026015,14.06464713,0,0,12.5,79.78,0.8,3803.373535,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
725,2241,77,7,6609,01-01-18 18:17,100.6026015,14.06464713,0,0,12.5,79.78,0,3803.373535,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
726,2241,77,7,6609,01-01-18 18:20,100.6029479,14.06462445,0,0,12.54,79.78,0.9,3803.410979,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
727,2241,77,7,6609,01-01-18 18:23,100.602962,14.0646438,0,0,12.5,79.78,0.8,3803.413614,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
728,2241,77,7,6609,01-01-18 18:26,100.6028814,14.06467417,0,0,12.5,79.78,0.9,3803.422934,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
729,2241,77,7,6609,01-01-18 18:26,100.6028812,14.06467555,0,0,12.47,79.78,0.8,3803.42309,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
730,2241,77,7,6609,01-01-18 18:26,100.6028852,14.06467583,0,0,12.47,79.78,0.8,3803.423526,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
731,2241,77,7,6609,01-01-18 18:27,100.6029111,14.06467747,0,0,12.43,79.78,0.9,3803.426316,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
732,2241,77,7,6609,01-01-18 18:30,100.6029708,14.0646363,0,0,12.47,79.78,0.9,3803.434221,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
733,2241,77,7,6609,01-01-18 18:31,100.6030109,14.06464063,0,0,12.43,79.78,1,3803.438577,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
734,2241,77,7,6609,01-01-18 18:31,100.6030109,14.06464065,0,0,12.43,79.78,1,3803.438584,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
735,2241,77,7,6609,01-01-18 18:32,100.6030112,14.06464703,0,0,13.38,80,0.9,3803.439295,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
736,2241,77,7,6609,01-01-18 18:33,100.6030099,14.06464768,0,0,13.45,80,0.9,3803.439453,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
737,2241,77,7,6609,01-01-18 18:33,100.6029984,14.06466337,2.4076,320.9,13.49,80,0.8,3803.441594,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
738,2241,77,7,6609,01-01-18 18:34,100.6029077,14.06479605,0,287.7,13.6,80,0.9,3803.459294,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
739,2241,77,7,6609,01-01-18 18:34,100.6029064,14.06479315,0,287.7,13.42,80,0.9,3803.459646,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
740,2241,77,7,6609,01-01-18 18:35,100.6026898,14.06502092,7.7784,1,13.45,80,0.7,3803.494105,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
741,2241,77,7,6609,01-01-18 18:35,100.5997933,14.06538465,65.3756,271.7,13.64,80,0.7,3803.809132,39,01-01-18 18:35,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
742,2241,77,7,6609,01-01-18 18:36,100.5944051,14.06546905,58.5232,271,13.67,80,0.7,3804.390376,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
743,2241,77,7,6609,01-01-18 18:37,100.5922463,14.06638922,35.5584,83.4,13.56,80,0.7,3804.644717,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
744,2241,77,7,6609,01-01-18 18:37,100.5952204,14.06596067,50.004,97.3,13.56,80,0.8,3804.969026,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
745,2241,77,7,6609,01-01-18 18:37,100.5981846,14.06576468,48.152,88.8,13.56,80,0.7,3805.289485,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
746,2241,77,7,6609,01-01-18 18:38,100.6020914,14.06565855,47.7816,90.7,13.49,80,0.7,3805.711042,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
747,2241,77,7,6609,01-01-18 18:38,100.6051134,14.06574727,11.112,19.1,12.98,80,0.7,3806.037149,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
748,2241,77,7,6609,01-01-18 18:39,100.6050799,14.06740118,5.0004,332.8,12.98,80,0.7,3806.221092,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
749,2241,77,7,6609,01-01-18 18:39,100.6031267,14.06747167,38.3364,271.4,12.76,80,0.8,3806.43191,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
750,2241,77,7,6609,01-01-18 18:40,100.6016528,14.0681298,17.7792,0.6,12.76,80,0.7,3806.606922,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
751,2241,77,7,6609,01-01-18 18:40,100.6016517,14.06996095,12.5936,2.9,12.83,80,0.7,3806.810536,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
752,2241,77,7,6609,01-01-18 18:41,100.6016369,14.0716183,13.5196,0.7,12.87,80,0.7,3806.994832,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
753,2241,77,7,6609,01-01-18 18:42,100.6016015,14.07319107,15.0012,359,12.83,80,0.7,3807.169758,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
754,2241,77,7,6609,01-01-18 18:42,100.601579,14.074718,13.1492,349.2,12.69,80,0.7,3807.339562,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
755,2241,77,7,6609,01-01-18 18:43,100.6013912,14.07598157,21.298,272.2,12.65,80,0.7,3807.481518,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
756,2241,77,7,6609,01-01-18 18:43,100.5990471,14.07610333,38.7068,275.2,12.61,80,0.7,3807.7347,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
757,2241,77,7,6609,01-01-18 18:44,100.5973728,14.07621112,24.6316,272.6,12.8,80,0.7,3807.915681,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
758,2241,77,7,6609,01-01-18 18:44,100.5957381,14.07643782,12.038,293.6,12.65,80,0.7,3808.093786,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
759,2241,77,7,6609,01-01-18 18:45,100.5947412,14.07738133,11.112,312.3,12.76,80,0.7,3808.244012,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
760,2241,77,7,6609,01-01-18 18:45,100.5948628,14.07795817,5.556,71.1,12.69,80,0.7,3808.30948,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
761,2241,77,7,6609,01-01-18 18:46,100.5951996,14.0773807,9.8156,225,12.72,80,0.7,3808.383253,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
762,2241,77,7,6609,01-01-18 18:46,100.5947389,14.07790127,3.704,6.2,12.58,80,0.7,3808.459542,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
763,2241,77,7,6609,01-01-18 18:47,100.5947901,14.07793045,0,55.6,12.25,80,0.7,3808.465945,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
764,2241,77,7,6609,01-01-18 18:47,100.5947558,14.07791742,0,55.6,12.94,80,0.8,3808.469915,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
765,2241,77,7,6609,01-01-18 18:48,100.594763,14.07792363,0,55.6,13.45,80,0.8,3808.470955,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
766,2241,77,7,6609,01-01-18 18:48,100.5947865,14.07792877,0,55.6,13.64,80,0.8,3808.473557,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
767,2241,77,7,6609,01-01-18 18:49,100.5947743,14.07794823,0,55.6,13.6,80,0.9,3808.476091,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
768,2241,77,7,6609,01-01-18 18:49,100.5947418,14.0779291,0,55.6,13.53,80,0.8,3808.480194,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
769,2241,77,7,6609,01-01-18 18:50,100.5947348,14.07792545,0,55.6,13.67,80,0.8,3808.481048,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
770,2241,77,7,6609,01-01-18 18:50,100.5947447,14.07792362,0,55.6,12.61,79.78,0.8,3808.482137,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
771,2241,77,7,6609,01-01-18 18:52,100.5947569,14.0779105,0,55.6,12.28,79.78,0.8,3808.484103,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
772,2241,77,7,6609,01-01-18 18:52,100.5947569,14.07791047,0,55.6,12.25,79.78,0.8,3808.484111,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
773,2241,77,7,6609,01-01-18 18:52,100.5947569,14.07791047,0,55.6,12.25,79.78,0.8,3808.484112,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
774,2241,77,7,6609,01-01-18 18:52,100.5947713,14.07791802,0,55.6,12.36,79.78,0.8,3808.485883,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
775,2241,77,7,6609,01-01-18 18:52,100.5947731,14.07791958,0,55.6,12.36,79.78,0.8,3808.486145,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
776,2241,77,7,6609,01-01-18 18:52,100.5947753,14.07792625,0,55.6,12.39,79.78,0.8,3808.486923,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
777,2241,77,7,6609,01-01-18 18:52,100.5947755,14.07792795,0,55.6,12.36,79.78,0.8,3808.487113,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
778,2241,77,7,6609,01-01-18 18:53,100.5947748,14.07794397,0,55.6,12.36,79.78,0.8,3808.488895,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
779,2241,77,7,6609,01-01-18 18:56,100.5947597,14.07793722,0,55.6,12.39,79.78,0.8,3808.49069,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
780,2241,77,7,6609,01-01-18 18:59,100.5947874,14.07792743,0,55.6,12.36,79.78,0.8,3808.493871,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
781,2241,77,7,6609,01-01-18 19:02,100.5947846,14.07790187,0,55.6,12.32,79.78,0.9,3808.49673,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
782,2241,77,7,6609,01-01-18 19:02,100.5947464,14.07790393,0,55.6,12.28,79.78,0.8,3808.500857,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
783,2241,77,7,6609,01-01-18 19:03,100.5947864,14.07791167,0,55.6,12.28,79.78,0.9,3808.505254,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
784,2241,77,7,6609,01-01-18 19:06,100.5948533,14.07794803,0,55.6,12.28,79.78,0.8,3808.513527,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
785,2241,77,7,6609,01-01-18 19:09,100.5948034,14.07795347,0,55.6,12.28,79.78,0.7,3808.518946,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
786,2241,77,7,6609,01-01-18 19:12,100.5947355,14.0778978,0,55.6,12.32,79.78,0.8,3808.528531,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
787,2241,77,7,6609,01-01-18 19:15,100.5947461,14.07790532,0,55.6,12.32,79.78,0.8,3808.529943,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
788,2241,77,7,6609,01-01-18 19:18,100.5947462,14.07790583,0,55.6,12.32,79.78,0.9,3808.530002,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
789,2241,77,7,6609,01-01-18 19:19,100.594747,14.07790647,0,55.6,12.28,79.78,0.8,3808.530111,0,01-01-18 18:36,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
790,2241,77,7,6609,01-01-18 19:19,100.5947469,14.07790657,0,55.6,12.47,80,0.9,3808.530128,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
791,2241,77,7,6609,01-01-18 19:20,100.5950539,14.07780608,14.2604,135,13.45,80,0.8,3808.565081,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
792,2241,77,7,6609,01-01-18 19:21,100.5960729,14.07641638,30.1876,103,13.56,80,0.8,3808.754705,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
793,2241,77,7,6609,01-01-18 19:21,100.5980744,14.07631945,23.15,107.9,13.6,80,0.8,3808.970841,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
794,2241,77,7,6609,01-01-18 19:22,100.6005688,14.07612097,20.372,95.3,13.56,80,0.8,3809.240786,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
795,2241,77,7,6609,01-01-18 19:22,100.6016895,14.07504288,22.4092,162.7,13.53,80,0.8,3809.411026,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
796,2241,77,7,6609,01-01-18 19:23,100.6016629,14.07330645,32.0396,180,13.42,80,0.8,3809.60413,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
797,2241,77,7,6609,01-01-18 19:23,100.6016951,14.0715037,20.372,179.7,13.6,80,0.9,3809.804617,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
798,2241,77,7,6609,01-01-18 19:24,100.6016968,14.06945295,17.0384,178.8,13.56,80,0.9,3810.03265,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
799,2241,77,7,6609,01-01-18 19:24,100.6017717,14.06757527,22.5944,128.9,13.56,80,0.8,3810.241595,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
800,2241,77,7,6609,01-01-18 19:25,100.6043524,14.06745628,37.4104,88.4,13.53,80,0.8,3810.520268,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
801,2241,77,7,6609,01-01-18 19:25,100.6051858,14.06628653,21.298,182.2,13.53,80,0.9,3810.678378,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
802,2241,77,7,6609,01-01-18 19:26,100.6062344,14.06555058,44.448,96.3,13.6,80,0.8,3810.817979,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
803,2241,77,7,6609,01-01-18 19:26,100.6099525,14.06539553,20.372,89.8,13.49,80,0.6,3811.219385,0,01-01-18 18:36,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
804,2241,77,7,6609,01-01-18 19:27,100.6094981,14.06605697,9.8156,271.9,13.49,80,0.6,3811.307767,7,01-01-18 19:27,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
805,2241,77,7,6609,01-01-18 19:27,100.6094053,14.06609432,0,305.5,13.16,80,0.6,3811.318599,7,01-01-18 19:27,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
806,2241,77,7,6609,01-01-18 19:27,100.6094251,14.06607148,0,305.5,13.49,80,0.6,3811.321916,7,01-01-18 19:27,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
807,2241,77,7,6609,01-01-18 19:28,100.6094041,14.06604517,0,305.5,13.27,80,0.8,3811.32562,7,01-01-18 19:27,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
808,2241,77,7,6609,01-01-18 19:28,100.6094093,14.06607363,0,351.4,13.2,80,0.8,3811.328835,7,01-01-18 19:27,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
809,2241,77,7,6609,01-01-18 19:29,100.6093993,14.0660532,0,351.4,13.53,80,0.8,3811.331352,7,01-01-18 19:27,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
810,2241,77,7,6609,01-01-18 19:29,100.6093989,14.06605525,0,351.4,12.17,79.78,0.8,3811.331584,7,01-01-18 19:27,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
811,2241,77,7,6609,01-01-18 19:29,100.6093988,14.06605525,0,351.4,12.17,79.78,0.8,3811.331586,7,01-01-18 19:27,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
