number,userid,vehicleid,stationid,reservationno,logtime,longitude,latitude,speed,heading,charge,fuel,hdop,km,stationid2,station_dt,gpsenginelockstate,gpsdoorlockstate,doorlockstate,enginestate,frontdoorstate,reardoorstate
135,2241,77,7,6609,01-01-18 8:37,99.52131663,14.03186788,0,0,12.21,-1,0.8,3615.398725,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
136,2241,77,7,6609,01-01-18 8:38,99.52131658,14.0318672,0,16.6,12.21,-1,1.1,3615.398801,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
137,2241,77,7,6609,01-01-18 8:41,99.5213202,14.03180233,0,106.8,12.28,-1,1.1,3615.406024,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
138,2241,77,7,6609,01-01-18 8:44,99.52133505,14.03187487,0,106.8,12.28,-1,0.9,3615.414247,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
139,2241,77,7,6609,01-01-18 8:47,99.52128895,14.03186377,0,88.3,12.25,-1,0.9,3615.419371,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
140,2241,77,7,6609,01-01-18 8:50,99.52128795,14.03186365,0,88.3,12.28,-1,0.9,3615.41948,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
141,2241,77,7,6609,01-01-18 8:53,99.52133247,14.03183673,0,218.2,12.25,-1,0.8,3615.425138,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
142,2241,77,7,6609,01-01-18 8:56,99.52132098,14.03185868,0,218.2,12.28,-1,0.8,3615.427876,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
143,2241,77,7,6609,01-01-18 8:59,99.52132627,14.03187277,0,218.2,12.28,-1,1,3615.429542,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
144,2241,77,7,6609,01-01-18 9:02,99.52132697,14.03187368,0,218.2,12.32,-1,0.9,3615.429669,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
145,2241,77,7,6609,01-01-18 9:05,99.52132745,14.03187425,0,218.2,12.32,-1,0.9,3615.429751,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
146,2241,77,7,6609,01-01-18 9:09,99.52133857,14.03188712,0,218.2,12.32,-1,1,3615.431618,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
147,2241,77,7,6609,01-01-18 9:10,99.5213024,14.03183838,0,204.4,12.17,-1,0.9,3615.438295,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
148,2241,77,7,6609,01-01-18 9:13,99.52130525,14.03187465,0,204.4,12.28,-1,1,3615.442339,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
149,2241,77,7,6609,01-01-18 9:16,99.52130603,14.0318749,0,204.4,12.25,-1,0.9,3615.442428,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
150,2241,77,7,6609,01-01-18 9:19,99.5213092,14.03187398,0,204.4,12.28,-1,0.9,3615.442785,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
151,2241,77,7,6609,01-01-18 9:22,99.52130987,14.03187402,0,204.4,12.28,-1,0.9,3615.442857,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
152,2241,77,7,6609,01-01-18 9:25,99.52129085,14.03186427,0,136.6,12.28,-1,0.9,3615.445177,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
153,2241,77,7,6609,01-01-18 9:28,99.52129105,14.03186553,0,136.6,12.28,-1,0.9,3615.445319,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
154,2241,77,7,6609,01-01-18 9:31,99.52128947,14.03186763,0,136.6,12.32,-1,1.1,3615.445609,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
155,2241,77,7,6609,01-01-18 9:37,99.52130855,14.03189017,0,63.3,12.17,-1,0.7,3615.448852,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
156,2241,77,7,6609,01-01-18 9:40,99.52130783,14.03189403,0,63.3,12.25,-1,0.9,3615.449288,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
157,2241,77,7,6609,01-01-18 9:43,99.52130722,14.0318964,0,63.3,12.25,-1,0.8,3615.44956,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
158,2241,77,7,6609,01-01-18 9:46,99.52129407,14.03193495,0,63.3,12.25,-1,0.8,3615.454075,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
159,2241,77,7,6609,01-01-18 9:50,99.52134065,14.03197507,0,0,12.21,-1,1.4,3615.460795,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
160,2241,77,7,6609,01-01-18 9:53,99.52127532,14.03185128,0,113,12.25,-1,1,3615.476258,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
161,2241,77,7,6609,01-01-18 9:56,99.52129043,14.0318368,0,188.3,12.25,-1,0.8,3615.47855,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
162,2241,77,7,6609,01-01-18 9:56,99.52129042,14.0318368,0,188.3,12.06,-1,1.3,3615.478552,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
163,2241,77,7,6609,01-01-18 9:58,99.52130425,14.03189305,0,188.3,12.03,-1,0.8,3615.484982,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
164,2241,77,7,6609,01-01-18 9:58,99.52130418,14.03189303,0,188.3,12.1,-1,1,3615.48499,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
165,2241,77,7,6609,01-01-18 9:59,99.5212749,14.03188158,0,100.6,12.14,-1,0.7,3615.488396,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
166,2241,77,7,6609,01-01-18 10:00,99.52127767,14.03188235,0,100.6,12.1,-1,0.8,3615.488706,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
167,2241,77,7,6609,01-01-18 10:00,99.52127775,14.03188242,0,100.6,12.06,-1,0.8,3615.488718,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
168,2241,77,7,6609,01-01-18 10:00,99.52127777,14.03188248,0,100.6,12.06,-1,0.8,3615.488725,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
169,2241,77,7,6609,01-01-18 10:03,99.52143145,14.03210882,5.0004,43.3,12.14,80,0.8,3615.518862,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,START,CLOSE,CLOSE
170,2241,77,7,6609,01-01-18 10:04,99.52143145,14.03210882,5.0004,0,12.14,80,0,3615.518862,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
171,2241,77,7,6609,01-01-18 10:04,99.52446577,14.03167393,10.7416,35.7,13.42,80,0.7,3615.849748,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
172,2241,77,7,6609,01-01-18 10:05,99.52488542,14.03217917,7.5932,43.7,13.75,80,0.9,3615.921897,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
173,2241,77,7,6609,01-01-18 10:05,99.52529057,14.03257828,0,55.6,13.82,80,0.7,3615.984185,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
174,2241,77,7,6609,01-01-18 10:06,99.52769935,14.03055978,60.19,131.1,13.89,80,0.7,3616.327551,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
175,2241,77,7,6609,01-01-18 10:06,99.53031147,14.028237,32.2248,136.2,13.82,80,0.8,3616.709801,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
176,2241,77,7,6609,01-01-18 10:07,99.53126068,14.02627478,14.6308,162.2,13.93,80,0.9,3616.950824,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
177,2241,77,7,6609,01-01-18 10:07,99.53181987,14.02454103,0,145.3,13.89,80,0.7,3617.152826,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
178,2241,77,7,6609,01-01-18 10:08,99.53182712,14.02453592,0,145.3,13.75,80,0.8,3617.153793,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
179,2241,77,7,6609,01-01-18 10:08,99.53204238,14.02408472,18.1496,168.4,13.78,80,1,3617.209079,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
180,2241,77,7,6609,01-01-18 10:09,99.53258018,14.02214402,44.448,164.2,13.93,80,0.7,3617.432538,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
181,2241,77,7,6609,01-01-18 10:09,99.53284372,14.02127822,0,162,13.71,80,0.7,3617.532921,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
182,2241,77,7,6609,01-01-18 10:10,99.532842,14.02127832,0,162,13.86,80,0.9,3617.533106,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
183,2241,77,7,6609,01-01-18 10:10,99.53283007,14.02125347,0,162,13.53,80,0.8,3617.536154,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
184,2241,77,7,6609,01-01-18 10:11,99.53279543,14.02125185,0,162,13.09,80,0.8,3617.539895,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
185,2241,77,7,6609,01-01-18 10:11,99.53341847,14.01911228,63.5236,164.6,13.12,80,0.8,3617.787117,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
186,2241,77,7,6609,01-01-18 10:12,99.53468447,14.014823,65.746,164.3,13.02,80,0.8,3618.283234,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
187,2241,77,7,6609,01-01-18 10:12,99.53521127,14.01335185,0,151,12.98,80,0.9,3618.45641,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
188,2241,77,7,6609,01-01-18 10:13,99.53584442,14.01267058,40.9292,127.7,12.87,80,0.8,3618.558413,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
189,2241,77,7,6609,01-01-18 10:13,99.53865392,14.01055113,54.2636,126.9,12.87,80,0.8,3618.94236,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
190,2241,77,7,6609,01-01-18 10:14,99.54206908,14.00801437,49.2632,126.9,12.87,80,0.8,3619.406391,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
191,2241,77,7,6609,01-01-18 10:14,99.54458923,14.0061423,47.4112,128,12.76,80,0.9,3619.748823,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
192,2241,77,7,6609,01-01-18 10:15,99.54738795,14.00398993,10.0008,129.2,12.8,80,0.9,3620.134122,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
193,2241,77,7,6609,01-01-18 10:15,99.54741972,14.00397757,0,131.8,12.8,80,0.8,3620.137815,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
194,2241,77,7,6609,01-01-18 10:16,99.548021,14.00345923,17.4088,170.3,12.94,80,0.8,3620.224592,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
195,2241,77,7,6609,01-01-18 10:16,99.54542707,14.00121838,47.0408,230.1,12.91,80,0.8,3620.599304,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
196,2241,77,7,6609,01-01-18 10:17,99.54197292,13.99844963,59.0788,231.6,12.87,80,0.9,3621.0827,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
197,2241,77,7,6609,01-01-18 10:17,99.53885438,13.9960558,43.1516,230.6,12.87,80,0.9,3621.511727,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
198,2241,77,7,6609,01-01-18 10:18,99.5361414,13.99389867,41.67,231,12.91,80,0.9,3621.890166,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
199,2241,77,7,6609,01-01-18 10:18,99.53770048,13.9940118,31.2988,77.5,12.83,80,0.9,3622.058853,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
200,2241,77,7,6609,01-01-18 10:19,99.53897237,13.99233542,49.078,159.7,12.83,80,1.3,3622.290324,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
201,2241,77,7,6609,01-01-18 10:19,99.54193623,13.99153813,50.1892,116.7,12.8,80,0.9,3622.622174,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
202,2241,77,7,6609,01-01-18 10:20,99.54506715,13.98924587,50.5596,153.3,12.76,80,1,3623.04536,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
203,2241,77,7,6609,01-01-18 10:20,99.54714412,13.98634698,23.7056,149,12.8,80,0.9,3623.437947,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
204,2241,77,7,6609,01-01-18 10:21,99.54722717,13.98616445,8.334,156,12.83,80,1.1,3623.460134,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
205,2241,77,7,6609,01-01-18 10:21,99.55103613,13.9835751,50.93,115.4,12.8,80,1,3623.961938,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
206,2241,77,7,6609,01-01-18 10:22,99.55422585,13.98211098,39.818,138.7,12.76,80,1,3624.342672,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
207,2241,77,7,6609,01-01-18 10:22,99.55668443,13.97922628,61.4864,136,12.72,80,0.9,3624.758923,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
208,2241,77,7,6609,01-01-18 10:23,99.56043932,13.9778859,53.3376,106.4,12.76,80,0.9,3625.190627,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
209,2241,77,7,6609,01-01-18 10:23,99.56445258,13.97598337,58.338,114.1,12.76,80,0.9,3625.672581,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
210,2241,77,7,6609,01-01-18 10:24,99.56831338,13.9739936,45.1888,101.7,12.8,80,1,3626.144284,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
211,2241,77,7,6609,01-01-18 10:24,99.57167392,13.97236007,34.262,96.3,12.76,80,0.9,3626.549851,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
212,2241,77,7,6609,01-01-18 10:25,99.57462543,13.97260047,49.8188,82,12.8,80,0.9,3626.869453,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
213,2241,77,7,6609,01-01-18 10:25,99.57778512,13.97144518,42.2256,102.2,12.69,80,1,3627.233797,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
214,2241,77,7,6609,01-01-18 10:26,99.57972898,13.97043128,29.8172,113.6,12.72,80,0.8,3627.47193,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
215,2241,77,7,6609,01-01-18 10:27,99.58301108,13.96880845,49.078,114.5,12.8,80,0.8,3627.869411,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
216,2241,77,7,6609,01-01-18 10:27,99.5869874,13.9673918,59.8196,116.7,12.8,80,0.8,3628.326485,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
217,2241,77,7,6609,01-01-18 10:28,99.59091257,13.96548287,46.3,116.6,12.69,80,0.8,3628.800252,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
218,2241,77,7,6609,01-01-18 10:28,99.5913145,13.96390372,16.4828,116.5,12.76,80,0.8,3628.981123,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
219,2241,77,7,6609,01-01-18 10:29,99.5937953,13.96232743,44.6332,123,12.72,80,0.8,3629.3011,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
220,2241,77,7,6609,01-01-18 10:29,99.59732843,13.9601126,50.004,121.9,12.76,80,0.8,3629.754986,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
221,2241,77,7,6609,01-01-18 10:30,99.5991838,13.95873232,17.9644,215.1,12.76,80,0.9,3630.00726,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
222,2241,77,7,6609,01-01-18 10:30,99.59797453,13.9563887,19.6312,205.8,12.76,80,0.8,3630.298705,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
223,2241,77,7,6609,01-01-18 10:31,99.59969473,13.95554412,38.3364,109.4,12.76,80,0.8,3630.50674,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
224,2241,77,7,6609,01-01-18 10:31,99.60210742,13.95549483,31.8544,112.7,12.58,80,0.8,3630.767158,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
225,2241,77,7,6609,01-01-18 10:32,99.60398588,13.95511887,24.6316,99.3,12.72,80,1,3630.974134,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
226,2241,77,7,6609,01-01-18 10:32,99.60582748,13.955504,12.7788,78.4,12.65,80,0.8,3631.177429,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
227,2241,77,7,6609,01-01-18 10:33,99.60592443,13.95507977,8.1488,203.1,12.36,80,0.8,3631.225747,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
228,2241,77,7,6609,01-01-18 10:33,99.60589135,13.95495422,5.0004,191.3,12.87,80,0.8,3631.240157,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
229,2241,77,7,6609,01-01-18 10:34,99.6058687,13.95496888,3.3336,349.4,12.8,80,0.8,3631.243096,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
230,2241,77,7,6609,01-01-18 10:34,99.60586817,13.9549697,0,349.4,13.05,80,0.9,3631.243203,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
231,2241,77,7,6609,01-01-18 10:35,99.6058851,13.9549907,2.5928,11.2,12.87,80,0.8,3631.246168,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
232,2241,77,7,6609,01-01-18 10:35,99.60587637,13.95498707,0,204.1,12.69,-1,0.9,3631.247194,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
233,2241,77,7,6609,01-01-18 10:36,99.60587623,13.95498773,0,204.1,12.21,-1,0.8,3631.247269,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
234,2241,77,7,6609,01-01-18 10:36,99.60587685,13.95498767,0,204.1,12.36,-1,0.8,3631.247336,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
235,2241,77,7,6609,01-01-18 10:36,99.60587703,13.95498768,0,204.1,12.36,-1,0.8,3631.247356,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
236,2241,77,7,6609,01-01-18 10:36,99.60587708,13.95498767,0,204.1,12.36,-1,0.8,3631.247362,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
237,2241,77,7,6609,01-01-18 10:36,99.60587707,13.95498767,0,204.1,12.36,-1,0.8,3631.247363,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
238,2241,77,7,6609,01-01-18 10:36,99.60587705,13.95498765,0,204.1,12.39,-1,0.8,3631.247366,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
239,2241,77,7,6609,01-01-18 10:36,99.60587705,13.95498763,0,204.1,12.36,-1,0.8,3631.247368,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
240,2241,77,7,6609,01-01-18 10:37,99.60587725,13.95498725,0,204.1,12.39,-1,0.7,3631.247416,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
241,2241,77,7,6609,01-01-18 10:40,99.6058766,13.95498655,0,204.1,12.5,-1,0.7,3631.24752,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
242,2241,77,7,6609,01-01-18 10:43,99.60587678,13.95498538,0,204.1,12.54,-1,0.7,3631.247652,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
243,2241,77,7,6609,01-01-18 10:46,99.60587678,13.95498538,0,0,12.54,-1,0,3631.247652,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
244,2241,77,7,6609,01-01-18 10:46,99.60577915,13.95511095,0,0,12.54,-1,1,3631.265143,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
245,2241,77,7,6609,01-01-18 10:58,99.60577915,13.95511095,0,0,12.54,-1,0,3631.265143,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
246,2241,77,7,6609,01-01-18 10:58,99.60593003,13.95491067,0,0,12.54,-1,1.5,3631.292731,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
247,2241,77,7,6609,01-01-18 11:11,99.60593003,13.95491067,0,0,12.5,-1,0,3631.292731,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
248,2241,77,7,6609,01-01-18 11:14,99.60590838,13.95495202,0,0,12.54,-1,0.7,3631.297888,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
249,2241,77,7,6609,01-01-18 11:17,99.60590467,13.95494805,0,0,12.5,-1,0.7,3631.298485,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
250,2241,77,7,6609,01-01-18 11:20,99.60588442,13.95493735,0,0,12.5,-1,0.7,3631.300973,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
251,2241,77,7,6609,01-01-18 11:23,99.60587345,13.95494317,0,0,12.5,-1,0.9,3631.302321,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
252,2241,77,7,6609,01-01-18 11:26,99.60586988,13.95494765,0,0,12.5,-1,0.7,3631.302951,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
253,2241,77,7,6609,01-01-18 11:29,99.60587355,13.95494728,0,0,12.5,-1,0.8,3631.303349,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
254,2241,77,7,6609,01-01-18 11:32,99.60587712,13.95494642,0,0,12.5,-1,0.7,3631.303746,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
255,2241,77,7,6609,01-01-18 11:35,99.60587755,13.95494532,0,0,12.5,-1,0.8,3631.303877,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
256,2241,77,7,6609,01-01-18 11:35,99.60587767,13.95494525,0,0,12.47,-1,0.7,3631.303891,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
257,2241,77,7,6609,01-01-18 11:35,99.60587768,13.95494525,0,0,12.47,-1,0.7,3631.303893,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
258,2241,77,7,6609,01-01-18 11:35,99.60587772,13.95494527,0,0,12.43,80,0.8,3631.303897,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
259,2241,77,7,6609,01-01-18 11:36,99.60586668,13.95488088,5.0004,186.4,13.64,80,0.7,3631.311155,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
260,2241,77,7,6609,01-01-18 11:36,99.60578683,13.95477258,5.9264,247.7,13.64,80,0.7,3631.325962,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
261,2241,77,7,6609,01-01-18 11:37,99.60500328,13.95449942,10.9268,240.4,13.71,80,0.8,3631.415808,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
262,2241,77,7,6609,01-01-18 11:37,99.60321043,13.9541944,28.5208,263.8,13.82,80,0.7,3631.612231,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
263,2241,77,7,6609,01-01-18 11:38,99.60246558,13.95493028,26.4836,356.7,13.45,80,0.6,3631.726932,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
264,2241,77,7,6609,01-01-18 11:38,99.60238842,13.955347,7.408,285.5,13.71,80,0.7,3631.774011,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
265,2241,77,7,6609,01-01-18 11:39,99.60082303,13.95549702,30.7432,246.9,13.64,80,0.7,3631.943758,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
266,2241,77,7,6609,01-01-18 11:39,99.59834303,13.95615623,34.262,299,13.71,80,0.7,3632.221238,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
267,2241,77,7,6609,01-01-18 11:40,99.59643677,13.955163,33.8916,234.7,13.64,80,0.7,3632.454721,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
268,2241,77,7,6609,01-01-18 11:41,99.594814,13.95431573,18.3348,247.9,13.67,80,0.7,3632.653573,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
